id,slug,name,gruppe,filter,kategorie,typ,klasse,ziel,grund
40a923fa-b97b-f63a-6514-95eb2b89bcfc,f05_chrysin,Chrysin,enhanced,begleitmedikation,begleitmedikation,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
6fe2b3c4-598f-eb1e-74d8-e85f0e5cfd6a,f05_clomiphene_citrate_clomid,Clomiphene Citrate (Clomid),enhanced,begleitmedikation,begleitmedikation,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
f0a8b7c8-f13a-093d-b466-d064f516ac70,f05_clostebol_acetate_oral,Clostebol Acetate Oral,enhanced,orale_aas,orale_aas,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
b10b44b2-6de6-f674-f823-d11d6961500c,f05_cut_mix_test_p_mast_p_tren_a,Cut Mix (Test P + Mast P + Tren A),enhanced,injizierbare_aas,injizierbare_aas,,b_kombination,,Name nennt Stack/Mix/Kombination
dd9e3e98-08d1-5f3e-061f-3bf768e514b7,f05_danazol,Danazol,enhanced,orale_aas,orale_aas,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
ffc3104b-7c67-5594-c1a4-10080aaa649b,f05_dandelion_root_diuretic,Dandelion Root (Diuretic),enhanced,fatburner,fatburner,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
3eed5de2-76b9-fa1f-e955-61b74276b9ac,f05_dbol_anavar_stack_oral,Dbol + Anavar Stack Oral,enhanced,orale_aas,orale_aas,,b_kombination,,Name nennt Stack/Mix/Kombination
636cd2f1-2149-ae2a-aa3f-ac0ac7b7de42,f05_deca_blend_npp_deca,Deca Blend (NPP + Deca),enhanced,injizierbare_aas,injizierbare_aas,,b_kombination,,Name nennt Stack/Mix/Kombination
404692ae-0239-12c4-5ab8-e5a95af6c373,f05_dht_stanolone,DHT (Stanolone),enhanced,injizierbare_aas,injizierbare_aas,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
de0944a6-b126-31dd-079b-329c28d7162b,f05_dianabol_methandrostenolone,Dianabol (Methandrostenolone),enhanced,orale_aas,orale_aas,,a_handelsname,Methandienone,kuratierte Handels-/Trivialnamen-Zuordnung
cf2629a0-ea5a-98c7-8e98-e8cdf9a83854,f05_dnp_2_4_dinitrophenol,"DNP (2,4-Dinitrophenol)",enhanced,fatburner,fatburner,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
c747a8f9-591e-8848-7e2b-12333e6c2688,f05_drostanolone_mix,Drostanolone Mix,enhanced,injizierbare_aas,injizierbare_aas,,b_kombination,,Name nennt Stack/Mix/Kombination
251c5905-4f8c-c9f0-4f21-6a85576e86f9,f05_enclomiphene,Enclomiphene,enhanced,begleitmedikation,begleitmedikation,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
8e7b7345-ddd4-6151-926e-7307ec84108d,f05_enobosarm_clinical_grade,Enobosarm Clinical Grade,enhanced,sarm,sarm,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
99587730-f5dc-90c3-88c7-1152f816a282,f05_epistane_methylepitiostanol,Epistane (Methylepitiostanol),enhanced,orale_aas,orale_aas,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
5cf5b294-688c-0734-2dd2-59b1a4f195c8,f05_eplerenone,Eplerenone,enhanced,fatburner,fatburner,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
c25845c9-e164-a734-218d-f245bc215087,f05_exemestane_aromasin,Exemestane (Aromasin),enhanced,begleitmedikation,begleitmedikation,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
4ca08da2-06c6-3143-57e8-4277e89c2ee6,f05_fulvestrant,Fulvestrant,enhanced,begleitmedikation,begleitmedikation,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
c7db6d91-8066-7929-3138-add71d52d28d,f05_furazabol,Furazabol,enhanced,orale_aas,orale_aas,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
c02af810-edbb-fd07-d429-14338c196d89,f05_furosemide_lasix,Furosemide (Lasix),enhanced,fatburner,fatburner,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
a71765b3-b3b0-1efc-847d-343a0d0cdd96,f05_glp_1_agonist_semaglutide,GLP-1 Agonist (Semaglutide),enhanced,begleitmedikation,begleitmedikation,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
8449e1b3-b99b-77c3-1335-da6dcc8fd8ae,f05_glycerol,Glycerol,enhanced,fatburner,fatburner,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
1140d343-f10c-0536-d0ce-f8877b86d07f,f05_grape_seed_extract,Grape Seed Extract,enhanced,begleitmedikation,begleitmedikation,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
d7d177b6-592c-3732-c353-4aa4fe851995,f05_gw_501516_cardarine,GW-501516 (Cardarine),enhanced,fatburner,fatburner,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
a7985fa8-a3d6-4ee2-53fe-78c8d9617d94,f05_halotestin_fluoxymesterone,Halotestin (Fluoxymesterone),enhanced,orale_aas,orale_aas,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
31e778c4-0e95-56d4-71c3-b6e8df02ebaa,f05_halotestin_injectable,Halotestin Injectable,enhanced,injizierbare_aas,injizierbare_aas,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
036f73c3-675a-6054-14b2-6a35d2801eee,f05_hmg_human_menopausal_gonadotropin,HMG (Human Menopausal Gonadotropin),enhanced,begleitmedikation,begleitmedikation,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
cba4dac0-cb45-183a-89e9-1da4c78f3ebe,f05_hydrochlorothiazide_hctz,Hydrochlorothiazide (HCTZ),enhanced,fatburner,fatburner,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
e081267e-a148-0c1e-d12b-d08c7db1ca6a,f05_insulin_aspart_novolog,Insulin Aspart (NovoLog),enhanced,begleitmedikation,begleitmedikation,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
a26fba10-34f1-b185-9adc-62d8c67cef03,f05_insulin_degludec_tresiba,Insulin Degludec (Tresiba),enhanced,begleitmedikation,begleitmedikation,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
249d326c-f242-e094-8a7b-4bbca781570f,f05_insulin_detemir_levemir,Insulin Detemir (Levemir),enhanced,begleitmedikation,begleitmedikation,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
1c83b9a4-e16a-bae1-59ed-c0a10a0905ba,f05_insulin_glargine_lantus,Insulin Glargine (Lantus),enhanced,begleitmedikation,begleitmedikation,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
d911c8b1-2034-2036-eb50-6387cc7a2889,f05_insulin_glulisine_apidra,Insulin Glulisine (Apidra),enhanced,begleitmedikation,begleitmedikation,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
4642a6b8-7080-5704-4359-570883b89913,f05_insulin_lispro_humalog,Insulin Lispro (Humalog),enhanced,begleitmedikation,begleitmedikation,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
9977fd83-c119-4e8d-9746-61890111867b,f05_letrozole_femara,Letrozole (Femara),enhanced,begleitmedikation,begleitmedikation,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
7b535a15-349f-f823-dffe-6312e083dab0,f05_lgd_2226,LGD-2226,enhanced,sarm,sarm,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
050eaac6-688b-7096-75cd-e7833db0a146,f05_ligandrol_lgd_4033,Ligandrol (LGD-4033),enhanced,sarm,sarm,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
dc71aaf7-76ee-6dae-d76d-f27c27511d9b,f05_m1t_methyl_1_testosterone,M1T (Methyl-1-Testosterone),enhanced,orale_aas,orale_aas,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
1bd95d62-d9a9-d5e9-eae4-2bdaf85b8286,f05_masteron_propionate,Masteron Propionate,enhanced,injizierbare_aas,injizierbare_aas,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
a8489b71-d239-8e20-987c-9669aad7cc1b,f05_ment_trestolone_acetate,MENT (Trestolone Acetate),enhanced,injizierbare_aas,injizierbare_aas,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
e6ea3193-bcd6-6843-6483-8b284b247447,f05_metformin,Metformin,enhanced,begleitmedikation,begleitmedikation,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
ee41dac5-67d2-918b-af47-0546cf1aee3a,f05_methyldienolone,Methyldienolone,enhanced,orale_aas,orale_aas,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
157bd0a7-7adf-8e67-c138-610e0465cbe9,f05_methylstenbolone,Methylstenbolone,enhanced,orale_aas,orale_aas,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
7869e598-5758-2f1c-4c80-67af17d4176f,f05_metribolone_methyltrienolone,Metribolone (Methyltrienolone),enhanced,injizierbare_aas,injizierbare_aas,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
15f7fdb1-dcd5-c49d-0f10-138660f6a98f,f05_myostine_yk_11_analog,Myostine (YK-11 Analog),enhanced,sarm,sarm,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
8f0bfac4-02b7-5ee4-915e-ecfa8d1aa196,f05_nandrolone_cypionate,Nandrolone Cypionate,enhanced,injizierbare_aas,injizierbare_aas,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
79d380b3-3973-de75-c080-578b38a3eb13,f05_oral_trenbolone_metribolone,Oral Trenbolone (Metribolone),enhanced,orale_aas,orale_aas,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
d6d3b1e8-d2fa-ea3b-6df1-05643bd43942,f05_ostarine_mk_2866,Ostarine (MK-2866),enhanced,sarm,sarm,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
ee7827cf-6126-8bd0-67d2-0986a83f7679,f05_oxymesterone,Oxymesterone,enhanced,orale_aas,orale_aas,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
1c0d85cf-aca5-def8-a865-4feb8126adc8,f05_pamabrom,Pamabrom,enhanced,fatburner,fatburner,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
36ee0bb4-bd36-8098-9a87-5127d38927f8,f05_potassium_sparing_stack,Potassium-Sparing Stack,enhanced,fatburner,fatburner,,b_kombination,,Name nennt Stack/Mix/Kombination
5d45ee30-4d28-516f-d3d2-00703df55111,f05_pramipexole_prami,Pramipexole (Prami),enhanced,begleitmedikation,begleitmedikation,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
0fafb70c-d669-316f-1f33-b2f177a0b5db,f05_primobolan_oral_methenolone_acetate,Primobolan Oral (Methenolone Acetate),enhanced,orale_aas,orale_aas,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
0b7dcc1a-ad54-c6fe-38ae-ab49dec2f920,f05_proviron_mesterolone,Proviron (Mesterolone),enhanced,orale_aas,orale_aas,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
923e2abb-9de1-3385-a584-efb6440f6a0c,f05_rad_150_tlb_150,RAD-150 (TLB-150),enhanced,sarm,sarm,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
07552a18-9a63-9b88-9659-a40ee594ec09,f05_regular_insulin_humulin_r,Regular Insulin (Humulin R),enhanced,begleitmedikation,begleitmedikation,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
0c981274-f26a-3129-af52-a62b197d9b12,f05_s1_ostarine_precursor,S1 (Ostarine Precursor),enhanced,sarm,sarm,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
39240b3b-14eb-009b-32a6-053268da339a,f05_s23,S23,enhanced,sarm,sarm,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
c22da23d-d07c-c4f1-f1e2-07eadd128754,f05_sarm_cutting_stack_osta_card_sten,SARM Cutting Stack (Osta+Card+Sten),enhanced,sarm,sarm,,b_kombination,,Name nennt Stack/Mix/Kombination
0c9f4170-3384-4f69-6d33-069fcb0a39be,f05_sarm_triple_stack_osta_lgd_rad,SARM Triple Stack (Osta+LGD+RAD),enhanced,sarm,sarm,,b_kombination,,Name nennt Stack/Mix/Kombination
aecf4b41-2a15-a471-417e-87a41c2f002a,f05_spironolactone,Spironolactone,enhanced,fatburner,fatburner,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
41aba52d-7608-110b-c8ca-a89ed15500d9,f05_sr9009_stenabolic,SR9009 (Stenabolic),enhanced,fatburner,fatburner,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
46367b1c-5405-dfbb-579c-dc07df95ee36,f05_stenbolone,Stenbolone,enhanced,orale_aas,orale_aas,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
d9211fdc-fb23-efd3-560a-077bfab0d6c9,f05_superdrol_methyldrostanolone,Superdrol (Methyldrostanolone),enhanced,orale_aas,orale_aas,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
09bcdd28-b9f7-fc10-9484-0bdfb74a70d8,f05_superdrol_injectable,Superdrol Injectable,enhanced,injizierbare_aas,injizierbare_aas,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
ac114e10-7a99-4e11-8a98-704d8e208878,f05_sustanon_250,Sustanon 250,enhanced,injizierbare_aas,injizierbare_aas,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
085e72f3-7cae-f4cb-4c55-4293b7e049a8,f05_t3_cytomel_liothyronine,T3 (Cytomel/Liothyronine),enhanced,begleitmedikation,begleitmedikation,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
9ada300b-7e8b-a985-2a0a-de531f048e10,f05_t4_synthroid_levothyroxine,T4 (Synthroid/Levothyroxine),enhanced,begleitmedikation,begleitmedikation,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
dd046e49-1057-f634-7d34-ee58182484a0,f05_tamoxifen_citrate_nolvadex,Tamoxifen Citrate (Nolvadex),enhanced,begleitmedikation,begleitmedikation,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
9616ff95-a357-47bd-b4b6-444ecffc1b99,f05_testosterone_base_no_ester,Testosterone Base (No Ester),enhanced,injizierbare_aas,injizierbare_aas,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
cecec131-3792-7a93-37b1-5b21b853721b,f05_testosterone_blend_400,Testosterone Blend 400,enhanced,injizierbare_aas,injizierbare_aas,,b_kombination,,Name nennt Stack/Mix/Kombination
c0cfebdf-685c-0013-f2f8-cd8b2932cd61,f05_testosterone_cypionate,Testosterone Cypionate,enhanced,injizierbare_aas,injizierbare_aas,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
3fc5c03f-b51a-97f4-2cfd-02dcdbf25979,f05_testosterone_enanthate,Testosterone Enanthate,enhanced,injizierbare_aas,injizierbare_aas,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
ff2b4f20-bc9f-47e5-712d-795777c0bcbf,f05_testosterone_isocaproate,Testosterone Isocaproate,enhanced,injizierbare_aas,injizierbare_aas,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
015e1f32-05d7-45c3-5696-9b462ec36ad7,f05_testosterone_phenylpropionate,Testosterone Phenylpropionate,enhanced,injizierbare_aas,injizierbare_aas,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
e219d26c-3960-e79b-b251-df54036a6b27,f05_testosterone_propionate,Testosterone Propionate,enhanced,injizierbare_aas,injizierbare_aas,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
ae61101d-d909-038d-d126-bae8d80babc9,f05_testosterone_suspension,Testosterone Suspension,enhanced,injizierbare_aas,injizierbare_aas,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
da36f2a4-c690-6d15-bc48-d1dd60154be2,f05_testosterone_undecanoate,Testosterone Undecanoate,enhanced,injizierbare_aas,injizierbare_aas,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
ef98acd1-a406-92bc-bf15-083e2f0ece0e,f05_toremifene_citrate_fareston,Toremifene Citrate (Fareston),enhanced,begleitmedikation,begleitmedikation,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
aad5abd8-b611-affc-1e7b-b8d011dff60c,f05_trenbolone_mix,Trenbolone Mix,enhanced,injizierbare_aas,injizierbare_aas,,b_kombination,,Name nennt Stack/Mix/Kombination
6e3e0281-aa39-4924-69ba-c0719d24cc0f,f05_trestolone_decanoate,Trestolone Decanoate,enhanced,injizierbare_aas,injizierbare_aas,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
2544486c-e3e4-dedf-be31-39659fa81c85,f05_triptorelin,Triptorelin,enhanced,begleitmedikation,begleitmedikation,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
47c7a969-5323-2dbc-d05f-8cc7d8ec9b31,f05_turinabol_chlorodehydromethyltestosterone,Turinabol (Chlorodehydromethyltestosterone),enhanced,orale_aas,orale_aas,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
8ccf0d3d-b4db-5f40-560f-acd621caa57b,f05_vitamin_c_diuretic_dose,Vitamin C (Diuretic Dose),enhanced,fatburner,fatburner,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
8bf63703-28f8-9c00-9449-0ac9955440ca,f05_winstrol_stanozolol,Winstrol (Stanozolol),enhanced,orale_aas,orale_aas,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
b737a52b-3f95-491a-94c1-f379316c93fd,f05_winstrol_depot,Winstrol Depot,enhanced,injizierbare_aas,injizierbare_aas,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
f03605e0-9077-73a7-da5a-f6d9f15919ed,f05_yohimbine,Yohimbine,enhanced,fatburner,fatburner,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
2eb5dc6a-89e7-4fdc-f8af-1861988ef9a8,f05_ace_031,ACE-031,peptide,ohne_zuordnung,ohne_zuordnung,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
d49567cc-6d8a-c40d-2138-051531316d42,f05_anamorelin,Anamorelin,peptide,wachstumshormon,wachstumshormon,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
31c8e12b-1263-39b8-7bab-896a67516f37,f05_cjc_1295_no_dac_mod_grf_1_29,CJC-1295 No DAC (Mod GRF 1-29),peptide,ohne_zuordnung,ohne_zuordnung,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
ce5865de-1854-1602-4ef6-4c397896041b,f05_dsip_delta_sleep_inducing_peptide,DSIP (Delta Sleep Inducing Peptide),peptide,ohne_zuordnung,ohne_zuordnung,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
0497f20c-34c4-a94b-5175-53ffe6d58c13,f05_epithalon_epitalon,Epithalon (Epitalon),peptide,ohne_zuordnung,ohne_zuordnung,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
a6463b6e-85f2-a57c-3d98-db641925463b,f05_fragment_176_191,Fragment 176-191,peptide,ohne_zuordnung,ohne_zuordnung,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
5b03a251-1087-d318-0d47-306c0127b65f,f05_generic_chinese_hgh,Generic Chinese HGH,peptide,wachstumshormon,wachstumshormon,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
da0a8be5-05e7-431f-7f00-0dc7990687dc,f05_hgh_fragment_176_191,HGH Fragment 176-191,peptide,wachstumshormon,wachstumshormon,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
5bd03673-d242-dd66-b36f-aa69182b094f,f05_humatrope,Humatrope,peptide,wachstumshormon,wachstumshormon,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
63806afe-9dfb-6182-0a40-dd6a51a043f8,f05_kisspeptin_10,Kisspeptin-10,peptide,ohne_zuordnung,ohne_zuordnung,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
d9d39f7d-449a-073c-6072-995d4f050e33,f05_lonapegsomatropin,Lonapegsomatropin,peptide,wachstumshormon,wachstumshormon,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
f5a56e42-6845-f979-eb52-b2677f9425b9,f05_long_acting_hgh_somapacitan,Long-Acting HGH (Somapacitan),peptide,wachstumshormon,wachstumshormon,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
a837b6a1-f05c-1301-b1c7-3287eeac8e7b,f05_macimorelin,Macimorelin,peptide,wachstumshormon,wachstumshormon,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
518ceb40-9665-43d0-3f1c-f2b7036686c0,f05_melanotan_2,Melanotan 2,peptide,ohne_zuordnung,ohne_zuordnung,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
a59949e7-c8f2-3e50-cee7-6e13fd12bd60,f05_mk_677_ibutamoren,MK-677 (Ibutamoren),peptide,wachstumshormon,wachstumshormon,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
f5173c44-6ff1-52fe-76a1-d41c32328fb3,f05_omnitrope,Omnitrope,peptide,wachstumshormon,wachstumshormon,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
24cb59d7-69fe-51e8-2b4e-5329308dbb4f,f05_pegvisomant,Pegvisomant,peptide,wachstumshormon,wachstumshormon,,c_eigener_stoff,,keine Kombinationssignale und kein belegter Zielstoff im sichtbaren Katalog
